Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
27.12.2016;2.266,23;2.273,82;2.266,15;2.268,88;1.090.974.756
28.12.2016;2.270,23;2.271,31;2.249,11;2.249,92;1.343.528.461
29.12.2016;2.249,50;2.254,51;2.244,56;2.249,26;1.264.830.314
30.12.2016;2.251,61;2.253,58;2.233,62;2.238,83;1.580.595.290
03.01.2017;2.251,57;2.263,88;2.245,13;2.257,83;2.318.947.704
04.01.2017;2.261,60;2.272,82;2.261,60;2.270,75;2.097.360.283
05.01.2017;2.268,18;2.271,50;2.260,45;2.269,00;2.187.189.991
06.01.2017;2.271,14;2.282,10;2.264,06;2.276,98;1.957.181.141
09.01.2017;2.273,59;2.275,49;2.268,90;2.268,90;1.914.652.521
10.01.2017;2.269,72;2.279,27;2.265,27;2.268,90;2.138.024.556
11.01.2017;2.268,60;2.275,32;2.260,83;2.275,32;2.118.289.876
12.01.2017;2.271,14;2.271,78;2.254,25;2.270,44;1.937.385.140
13.01.2017;2.272,74;2.278,68;2.271,51;2.274,64;1.780.997.918
17.01.2017;2.269,14;2.272,08;2.262,81;2.267,89;2.147.375.749
18.01.2017;2.269,14;2.272,01;2.263,35;2.271,89;1.998.643.920
19.01.2017;2.271,90;2.274,33;2.258,41;2.263,69;2.041.282.775
20.01.2017;2.269,96;2.276,96;2.265,01;2.271,31;2.147.140.458
23.01.2017;2.267,78;2.271,78;2.257,02;2.265,20;1.990.552.394
24.01.2017;2.267,88;2.284,63;2.266,68;2.280,07;2.147.415.305
25.01.2017;2.288,88;2.299,55;2.288,88;2.298,37;2.147.224.742
26.01.2017;2.298,63;2.300,99;2.294,08;2.296,68;2.333.681.818
27.01.2017;2.299,02;2.299,02;2.291,62;2.294,69;1.999.261.103
30.01.2017;2.286,01;2.286,01;2.268,04;2.280,90;2.108.083.825
31.01.2017;2.274,02;2.279,09;2.267,21;2.278,87;2.555.320.206
01.02.2017;2.285,59;2.289,14;2.272,44;2.279,55;2.478.979.663
02.02.2017;2.276,69;2.283,97;2.271,65;2.280,85;2.321.960.100
03.02.2017;2.288,54;2.298,31;2.287,88;2.297,42;2.208.634.271
06.02.2017;2.294,28;2.296,18;2.288,57;2.292,56;1.902.540.482
07.02.2017;2.295,87;2.299,40;2.290,16;2.293,08;2.079.166.228
08.02.2017;2.289,55;2.295,91;2.285,38;2.294,67;2.113.479.926
09.02.2017;2.296,70;2.311,08;2.296,61;2.307,87;2.118.564.108
10.02.2017;2.312,27;2.319,23;2.311,10;2.316,10;2.067.124.621
13.02.2017;2.321,72;2.331,58;2.321,42;2.328,25;1.958.736.592
14.02.2017;2.326,12;2.337,58;2.322,17;2.337,58;2.161.361.274
15.02.2017;2.335,58;2.351,30;2.334,81;2.349,25;2.251.620.057
16.02.2017;2.349,64;2.351,31;2.338,87;2.347,22;2.086.044.777
17.02.2017;2.343,01;2.351,16;2.339,58;2.351,16;2.119.431.713
21.02.2017;2.354,91;2.366,71;2.354,91;2.365,38;2.108.632.113
22.02.2017;2.361,11;2.365,13;2.358,34;2.362,82;1.953.850.309
23.02.2017;2.367,50;2.368,26;2.355,09;2.363,81;2.200.797.996
24.02.2017;2.355,73;2.367,34;2.352,87;2.367,34;2.190.395.580
27.02.2017;2.365,23;2.371,54;2.361,87;2.369,75;1.881.303.612
28.02.2017;2.366,08;2.367,79;2.358,96;2.363,64;2.538.169.006
01.03.2017;2.380,13;2.400,98;2.380,13;2.395,96;2.575.918.105
02.03.2017;2.394,75;2.394,75;2.380,17;2.381,92;2.120.547.995
03.03.2017;2.380,92;2.383,89;2.375,39;2.383,12;1.832.913.368
06.03.2017;2.375,23;2.378,80;2.367,98;2.375,31;1.888.989.012
07.03.2017;2.370,74;2.375,12;2.365,51;2.368,39;1.912.963.515
08.03.2017;2.369,81;2.373,09;2.361,01;2.362,98;2.085.506.267
09.03.2017;2.363,49;2.369,08;2.354,54;2.364,87;2.019.165.372
10.03.2017;2.372,52;2.376,86;2.363,04;2.372,60;2.017.929.799
13.03.2017;2.371,56;2.374,42;2.368,52;2.373,47;1.822.264.173
14.03.2017;2.368,55;2.368,55;2.358,18;2.365,45;1.685.090.225
15.03.2017;2.370,34;2.390,01;2.368,94;2.385,26;2.124.877.753
16.03.2017;2.387,71;2.388,10;2.377,18;2.381,38;1.878.039.166
17.03.2017;2.383,71;2.385,71;2.377,64;2.378,25;3.398.204.726
20.03.2017;2.378,24;2.379,55;2.369,66;2.373,47;1.822.463.497
21.03.2017;2.379,32;2.381,93;2.341,90;2.344,02;2.637.087.666
22.03.2017;2.343,00;2.351,81;2.336,45;2.348,45;2.138.554.725
23.03.2017;2.345,97;2.358,92;2.342,13;2.345,96;1.918.716.637
24.03.2017;2.350,42;2.356,22;2.335,74;2.343,98;1.920.253.678
27.03.2017;2.329,11;2.344,90;2.322,25;2.341,59;1.931.759.835
28.03.2017;2.339,79;2.363,78;2.337,63;2.358,57;1.951.313.548
29.03.2017;2.356,54;2.363,36;2.352,94;2.361,13;1.734.142.857
